s,a,r,s'
51,1,1,61
51,2,2,41
49,3,-4,48
9,4,-9,10
24,2,3,14
77,3,-5,76
46,4,1,47
66,4,8,67
39,3,3,38
82,3,-8,81
100,2,-3,90
97,2,-2,87
3,4,0,4
94,3,5,93
85,3,-8,84
60,2,6,50
45,2,3,35
72,3,-8,71
13,2,-10,3
29,4,-10,30
47,2,-1,37
64,2,8,54
74,4,8,75
4,4,8,5
56,3,1,55
44,1,8,54
57,3,0,56
33,3,-8,32
79,4,-9,80
68,3,8,67
29,2,5,19
38,4,9,39
32,2,-8,22
58,3,7,57
44,1,8,54
87,4,1,88
54,1,-10,64
55,4,0,56
89,2,5,79
7,1,-4,17
53,1,7,63
72,3,-8,71
9,1,5,19
83,1,5,93
6,3,8,5
60,2,6,50
57,1,8,67
22,1,-8,32
7,1,-4,17
50,1,6,60
73,2,7,63
6,1,-7,16
30,1,-5,40
19,4,5,20
65,2,1,55
89,4,-3,90
69,2,1,59
47,3,2,46
77,2,8,67
67,4,-4,68
34,1,8,44
14,1,-7,24
96,2,2,86
86,3,-8,85
40,3,9,39
8,1,4,18
25,4,-7,26
86,4,-2,87
65,4,-3,66
7,3,5,6
18,3,-4,17
94,2,-8,84
73,4,0,74
66,4,8,67
84,3,-1,83
4,3,-10,3
44,1,8,54
84,1,3,94
76,4,5,77
77,1,-2,87
17,1,-7,27
66,4,8,67
97,4,3,98
36,1,2,46
92,4,5,93
65,3,-10,64
88,4,2,89
67,3,-3,66
24,4,5,25
86,2,-5,76
80,2,-6,70
83,4,-8,84
25,2,-2,15
87,2,5,77
26,2,-7,16
20,2,-9,10
25,4,-7,26
18,3,-4,17
72,4,2,73
7,4,-5,8
64,1,0,74
36,3,3,35
36,1,2,46
54,4,1,55
32,4,3,33
97,4,3,98
84,4,-8,85
59,3,1,58
98,4,5,99
20,3,5,19
39,3,3,38
38,3,-1,37
24,4,5,25
59,1,3,69
2,4,-10,3
7,4,-5,8
80,3,5,79
91,4,1,92
93,3,1,92
53,3,-3,52
87,2,5,77
55,3,8,54
42,1,-3,52
54,4,1,55
36,4,-1,37
12,2,-5,2
26,2,-7,16
54,1,-10,64
16,4,-4,17
7,4,-5,8
88,4,2,89
90,2,-9,80
77,2,8,67
17,4,4,18
82,1,1,92
13,2,-10,3
85,2,8,75
67,3,-3,66
56,1,-3,66
65,2,1,55
1,1,-8,11
63,1,2,73
34,2,-7,24
80,2,-6,70
76,4,5,77
90,3,2,89
69,4,-6,70
57,2,1,47
4,4,8,5
41,1,7,51
79,4,-9,80
88,2,-1,78
87,2,5,77
13,3,-1,12
86,1,-1,96
33,1,5,43
6,3,8,5
16,1,-7,26
11,2,6,1
51,4,-3,52
97,2,-2,87
97,4,3,98
73,1,-1,83
39,3,3,38
18,1,-7,28
93,4,3,94
12,3,-8,11
23,4,-7,24
37,3,6,36
81,4,4,82
68,2,1,58
95,2,-8,85
54,2,8,44
34,3,3,33
86,1,-1,96
28,4,-9,29
72,1,4,82
33,2,4,23
8,4,5,9
40,2,-10,30
12,3,-8,11
61,2,7,51
27,1,-1,37
75,2,-10,65
11,1,1,21
79,3,-1,78
7,3,5,6
14,1,-7,24
79,3,-1,78
29,3,-7,28
65,1,8,75
76,2,-3,66
55,4,0,56
24,2,3,14
36,3,3,35
18,3,-4,17
37,3,6,36
75,2,-10,65
68,1,-1,78
51,2,2,41
58,3,7,57
83,2,2,73
39,4,-5,40
36,3,3,35
71,4,9,72
97,4,3,98
53,4,8,54
52,4,8,53
78,1,1,88
75,3,0,74
54,2,8,44
10,1,5,20
63,3,7,62
35,3,-6,34
79,3,-1,78
92,2,4,82
16,3,-2,15
87,4,1,88
37,4,3,38
71,1,-8,81
68,2,1,58
12,3,-8,11
16,4,-4,17
24,2,3,14
76,2,-3,66
5,1,-2,15
42,3,2,41
18,3,-4,17
98,3,3,97
13,1,4,23
95,4,-1,96
75,3,0,74
59,1,3,69
50,2,-5,40
86,1,-1,96
38,3,-1,37
19,4,5,20
23,1,3,33
28,4,-9,29
87,1,3,97
23,3,-8,22
57,3,0,56
22,3,1,21
12,4,-1,13
6,1,-7,16
73,3,9,72
15,3,3,14
29,3,-7,28
75,3,0,74
86,2,-5,76
28,3,-7,27
57,3,0,56
22,1,-8,32
62,3,1,61
28,2,4,18
100,3,5,99
63,2,8,53
47,4,-4,48
8,1,4,18
40,2,-10,30
46,2,6,36
92,3,-2,91
28,4,-9,29
3,1,-1,13
44,4,0,45
76,3,8,75
9,3,-5,8
37,3,6,36
66,4,8,67
11,2,6,1
57,3,0,56
63,1,2,73
24,4,5,25
84,4,-8,85
72,3,-8,71
52,3,7,51
31,2,1,21
79,4,-9,80
11,2,6,1
88,1,3,98
83,2,2,73
66,1,-5,76
77,1,-2,87
35,2,5,25
42,4,5,43
97,4,3,98
4,4,8,5
92,4,5,93
34,2,-7,24
54,4,1,55
3,1,-1,13
11,4,-1,12
74,1,-8,84
78,2,-4,68
52,1,7,62
5,4,5,6
18,3,-4,17
84,1,3,94
45,4,2,46
28,3,-7,27
14,3,-1,13
5,3,0,4
6,3,8,5
42,1,-3,52
89,4,-3,90
57,1,8,67
54,2,8,44
61,1,-8,71
82,1,1,92
29,1,9,39
40,1,6,50
35,4,6,36
91,4,1,92
71,1,-8,81
19,1,-9,29
84,2,0,74
93,3,1,92
85,1,-4,95
24,4,5,25
4,4,8,5
37,2,-7,27
66,4,8,67
37,2,-7,27
25,1,3,35
42,2,-8,32
37,2,-7,27
71,1,-8,81
42,2,-8,32
29,1,9,39
70,3,3,69
46,1,0,56
32,2,-8,22
33,2,4,23
97,4,3,98
42,4,5,43
66,3,-10,65
80,1,-3,90
95,2,-8,85
56,3,1,55
57,4,1,58
72,4,2,73
15,3,3,14
5,4,5,6
18,4,5,19
39,2,-9,29
9,1,5,19
32,4,3,33
10,3,5,9
3,1,-1,13
34,4,3,35
92,4,5,93
28,3,-7,27
95,2,-8,85
55,2,0,45
35,1,0,45
38,2,-7,28
24,2,3,14
42,1,-3,52
96,4,3,97
82,3,-8,81
52,3,7,51
28,2,4,18
77,2,8,67
99,4,-6,100
7,1,-4,17
36,4,-1,37
54,2,8,44
42,2,-8,32
21,2,-8,11
4,4,8,5
37,2,-7,27
89,3,1,88
35,4,6,36
49,4,6,50
81,4,4,82
35,4,6,36
82,2,9,72
69,4,-6,70
2,1,-1,12
20,2,-9,10
41,1,7,51
32,2,-8,22
79,2,3,69
25,3,-7,24
72,4,2,73
28,4,-9,29
3,4,0,4
83,3,4,82
76,4,5,77
41,1,7,51
4,3,-10,3
63,1,2,73
85,2,8,75
26,3,5,25
40,3,9,39
99,2,2,89
24,3,4,23
25,1,3,35
51,4,-3,52
72,3,-8,71
42,4,5,43
33,2,4,23
23,1,3,33
42,4,5,43
7,3,5,6
34,4,3,35
23,1,3,33
46,3,0,45
89,2,5,79
69,2,1,59
27,4,-7,28
12,4,-1,13
83,3,4,82
28,1,3,38
7,4,-5,8
64,1,0,74
61,2,7,51
98,3,3,97
60,3,1,59
35,3,-6,34
18,4,5,19
27,4,-7,28
38,4,9,39
57,4,1,58
37,1,1,47
100,2,-3,90
28,1,3,38
57,2,1,47
92,3,-2,91
96,2,2,86
20,2,-9,10
12,1,-8,22
11,1,1,21
27,4,-7,28
93,2,-1,83
94,3,5,93
53,2,5,43
85,3,-8,84
51,2,2,41
20,1,-10,30
18,3,-4,17
13,4,3,14
14,1,-7,24
28,4,-9,29
69,1,5,79
7,3,5,6
30,1,-5,40
11,1,1,21
19,1,-9,29
88,4,2,89
53,2,5,43
14,1,-7,24
36,2,-7,26
21,2,-8,11
40,1,6,50
23,1,3,33
51,4,-3,52
71,4,9,72
67,1,5,77
60,2,6,50
5,3,0,4
53,4,8,54
51,1,1,61
94,3,5,93
3,3,-5,2
20,1,-10,30
55,2,0,45
39,1,-8,49
75,1,-8,85
66,2,0,56
48,4,-8,49
51,1,1,61
44,2,-6,34
74,4,8,75
56,3,1,55
36,3,3,35
88,1,3,98
27,2,-4,17
59,1,3,69
4,3,-10,3
62,4,7,63
4,4,8,5
93,3,1,92
95,3,3,94
63,1,2,73
12,3,-8,11
79,2,3,69
3,1,-1,13
23,3,-8,22
27,1,-1,37
21,1,6,31
29,4,-10,30
8,1,4,18
66,2,0,56
73,2,7,63
70,3,3,69
17,3,-7,16
22,3,1,21
2,4,-10,3
31,2,1,21
46,3,0,45
28,2,4,18
23,2,-1,13
6,4,-3,7
4,1,3,14
53,2,5,43
76,4,5,77
25,3,-7,24
83,1,5,93
16,3,-2,15
94,4,-4,95
95,4,-1,96
30,2,5,20
19,4,5,20
81,2,-8,71
52,3,7,51
25,3,-7,24
51,4,-3,52
47,1,7,57
13,2,-10,3
44,2,-6,34
56,1,-3,66
20,3,5,19
27,1,-1,37
74,3,2,73
62,1,9,72
97,4,3,98
56,4,7,57
39,4,-5,40
47,3,2,46
79,1,2,89
32,2,-8,22
51,1,1,61
71,2,1,61
65,2,1,55
53,1,7,63
78,2,-4,68
56,1,-3,66
84,2,0,74
16,3,-2,15
23,1,3,33
33,3,-8,32
76,1,2,86
87,2,5,77
33,3,-8,32
41,2,6,31
58,4,1,59
79,4,-9,80
100,3,5,99
53,3,-3,52
94,4,-4,95
89,4,-3,90
39,2,-9,29
88,2,-1,78
12,2,-5,2
68,2,1,58
8,1,4,18
38,1,-4,48
26,4,-7,27
7,4,-5,8
84,2,0,74
32,2,-8,22
57,1,8,67
92,4,5,93
52,4,8,53
57,4,1,58
86,4,-2,87
94,3,5,93
61,1,-8,71
14,4,-2,15
38,2,-7,28
52,4,8,53
34,4,3,35
93,4,3,94
39,4,-5,40
100,3,5,99
57,3,0,56
55,3,8,54
40,1,6,50
91,4,1,92
36,2,-7,26
52,4,8,53
21,1,6,31
6,4,-3,7
6,4,-3,7
76,2,-3,66
99,3,3,98
10,1,5,20
12,1,-8,22
64,2,8,54
74,4,8,75
27,2,-4,17
35,2,5,25
15,1,5,25
87,1,3,97
52,3,7,51
83,1,5,93
15,4,-7,16
55,4,0,56
76,2,-3,66
100,2,-3,90
46,2,6,36
39,1,-8,49
94,4,-4,95
26,4,-7,27
50,1,6,60
51,4,-3,52
49,1,1,59
99,2,2,89
80,1,-3,90
20,3,5,19
14,3,-1,13
48,3,1,47
78,1,1,88
79,4,-9,80
11,2,6,1
52,1,7,62
28,4,-9,29
37,2,-7,27
64,1,0,74
89,1,5,99
13,4,3,14
35,4,6,36
61,4,7,62
18,2,-5,8
67,4,-4,68
89,2,5,79
70,2,6,60
78,3,5,77
58,2,-4,48
5,4,5,6
45,2,3,35
24,2,3,14
2,1,-1,12
37,1,1,47
49,2,9,39
97,3,-1,96
36,1,2,46
41,2,6,31
16,2,5,6
69,4,-6,70
32,2,-8,22
67,3,-3,66
63,4,-10,64
25,1,3,35
17,4,4,18
55,4,0,56
69,3,-4,68
97,3,-1,96
76,4,5,77
78,1,1,88
76,2,-3,66
7,1,-4,17
11,1,1,21
88,4,2,89
73,1,-1,83
5,1,-2,15
68,4,3,69
89,1,5,99
95,4,-1,96
32,1,4,42
93,3,1,92
93,3,1,92
94,2,-8,84
67,3,-3,66
15,2,8,5
90,3,2,89
53,3,-3,52
5,3,0,4
77,4,-1,78
32,1,4,42
25,2,-2,15
75,3,0,74
23,1,3,33
13,1,4,23
82,1,1,92
100,2,-3,90
42,4,5,43
83,1,5,93
69,2,1,59
77,1,-2,87
20,1,-10,30
67,3,-3,66
87,2,5,77
16,3,-2,15
19,1,-9,29
51,2,2,41
33,3,-8,32
83,2,2,73
98,4,5,99
47,1,7,57
70,2,6,60
100,3,5,99
53,1,7,63
14,3,-1,13
14,2,0,4
29,3,-7,28
67,3,-3,66
46,2,6,36
98,2,1,88
51,4,-3,52
74,1,-8,84
84,4,-8,85
32,4,3,33
15,4,-7,16
25,3,-7,24
13,1,4,23
12,3,-8,11
24,4,5,25
13,4,3,14
42,1,-3,52
27,4,-7,28
13,4,3,14
37,3,6,36
62,4,7,63
56,2,2,46
26,2,-7,16
45,1,1,55
21,4,-8,22
12,1,-8,22
33,1,5,43
39,2,-9,29
46,3,0,45
49,1,1,59
25,3,-7,24
44,4,0,45
19,2,5,9
46,1,0,56
78,2,-4,68
47,3,2,46
71,1,-8,81
88,2,-1,78
29,4,-10,30
14,4,-2,15
75,4,-5,76
95,3,3,94
77,4,-1,78
90,2,-9,80
46,3,0,45
59,1,3,69
15,2,8,5
29,2,5,19
89,1,5,99
67,3,-3,66
84,4,-8,85
55,1,-10,65
63,4,-10,64
68,2,1,58
35,3,-6,34
32,2,-8,22
66,4,8,67
65,3,-10,64
6,4,-3,7
14,2,0,4
28,4,-9,29
94,2,-8,84
42,3,2,41
30,1,-5,40
79,2,3,69
33,3,-8,32
9,4,-9,10
33,4,-6,34
96,2,2,86
87,1,3,97
93,2,-1,83
56,4,7,57
98,2,1,88
28,4,-9,29
36,3,3,35
67,2,7,57
20,2,-9,10
51,1,1,61
91,2,-8,81
93,2,-1,83
36,3,3,35
23,4,-7,24
63,1,2,73
88,2,-1,78
22,4,4,23
4,3,-10,3
58,3,7,57
68,4,3,69
5,3,0,4
26,4,-7,27
99,2,2,89
18,1,-7,28
30,2,5,20
39,2,-9,29
67,4,-4,68
76,1,2,86
28,1,3,38
64,3,7,63
82,2,9,72
89,2,5,79
15,1,5,25
11,2,6,1
89,4,-3,90
73,2,7,63
49,4,6,50
48,1,1,58
80,3,5,79
98,2,1,88
98,2,1,88
30,2,5,20
78,3,5,77
35,2,5,25
91,4,1,92
61,4,7,62
85,2,8,75
57,1,8,67
52,4,8,53
37,3,6,36
9,1,5,19
52,3,7,51
76,2,-3,66
13,1,4,23
40,2,-10,30
25,1,3,35
32,1,4,42
40,2,-10,30
95,3,3,94
56,3,1,55
96,4,3,97
44,3,5,43
25,1,3,35
10,1,5,20
59,2,-8,49
17,4,4,18
35,4,6,36
83,2,2,73
6,3,8,5
19,3,4,18
82,1,1,92
46,2,6,36
80,3,5,79
15,4,-7,16
80,3,5,79
66,1,-5,76
15,4,-7,16
15,2,8,5
26,4,-7,27
58,1,-4,68
79,2,3,69
61,4,7,62
80,2,-6,70
57,1,8,67
39,4,-5,40
75,3,0,74
58,4,1,59
61,4,7,62
29,3,-7,28
8,3,-3,7
16,1,-7,26
40,1,6,50
8,1,4,18
68,4,3,69
59,2,-8,49
68,3,8,67
56,1,-3,66
26,2,-7,16
92,4,5,93
5,4,5,6
66,4,8,67
32,2,-8,22
36,4,-1,37
72,1,4,82
10,1,5,20
75,2,-10,65
64,3,7,63
83,1,5,93
68,3,8,67
14,3,-1,13
18,4,5,19
57,3,0,56
58,4,1,59
3,3,-5,2
17,4,4,18
83,3,4,82
64,2,8,54
56,2,2,46
84,3,-1,83
35,1,0,45
11,4,-1,12
31,1,2,41
14,1,-7,24
27,3,-7,26
67,3,-3,66
58,4,1,59
88,4,2,89
74,4,8,75
25,3,-7,24
75,2,-10,65
87,2,5,77
96,3,-4,95
51,2,2,41
69,4,-6,70
89,4,-3,90
12,3,-8,11
69,4,-6,70
99,4,-6,100
28,4,-9,29
7,3,5,6
68,3,8,67
17,2,-3,7
89,2,5,79
77,1,-2,87
60,1,-6,70
23,1,3,33
65,1,8,75
57,3,0,56
79,1,2,89
13,4,3,14
27,2,-4,17
38,1,-4,48
75,4,-5,76
3,4,0,4
26,3,5,25
72,3,-8,71
46,4,1,47
14,2,0,4
50,2,-5,40
55,2,0,45
28,1,3,38
8,3,-3,7
94,2,-8,84
95,2,-8,85
53,4,8,54
83,4,-8,84
77,4,-1,78
58,4,1,59
16,2,5,6
71,4,9,72
77,2,8,67
98,2,1,88
20,3,5,19
80,1,-3,90
63,2,8,53
96,3,-4,95
16,3,-2,15
99,4,-6,100
4,3,-10,3
71,4,9,72
95,4,-1,96
34,3,3,33
41,1,7,51
99,4,-6,100
65,3,-10,64
64,1,0,74
45,4,2,46
28,3,-7,27
96,4,3,97
82,4,-1,83
16,2,5,6
89,4,-3,90
27,3,-7,26
99,2,2,89
79,3,-1,78
77,3,-5,76
48,2,3,38
72,3,-8,71
7,4,-5,8
7,3,5,6
65,2,1,55
62,2,-3,52
61,2,7,51
98,2,1,88
72,3,-8,71
59,1,3,69
47,3,2,46
49,4,6,50
18,4,5,19
87,3,2,86
55,4,0,56
16,3,-2,15
23,2,-1,13
24,2,3,14
99,3,3,98
42,1,-3,52
76,2,-3,66
37,3,6,36
35,2,5,25
88,4,2,89
54,3,8,53
56,3,1,55
59,1,3,69
26,4,-7,27
22,1,-8,32
44,2,-6,34
33,2,4,23
32,3,6,31
58,1,-4,68
45,1,1,55
38,2,-7,28
35,3,-6,34
69,4,-6,70
75,2,-10,65
54,4,1,55
42,3,2,41
6,3,8,5
18,4,5,19
6,4,-3,7
93,2,-1,83
18,2,-5,8
62,3,1,61
77,1,-2,87
62,3,1,61
84,1,3,94
17,3,-7,16
69,3,-4,68
55,3,8,54
32,1,4,42
64,4,-10,65
76,3,8,75
31,2,1,21
62,3,1,61
58,3,7,57
48,2,3,38
63,3,7,62
38,1,-4,48
62,2,-3,52
39,2,-9,29
50,2,-5,40
51,2,2,41
47,2,-1,37
80,2,-6,70
74,3,2,73
44,3,5,43
83,2,2,73
75,1,-8,85
47,2,-1,37
88,2,-1,78
87,2,5,77
41,2,6,31
34,2,-7,24
94,2,-8,84
46,1,0,56
32,2,-8,22
19,4,5,20
46,3,0,45
95,3,3,94
9,4,-9,10
4,4,8,5
79,1,2,89
54,1,-10,64
70,2,6,60
72,2,7,62
25,1,3,35
24,2,3,14
83,2,2,73
28,2,4,18
85,3,-8,84
38,4,9,39
47,2,-1,37
77,4,-1,78
79,2,3,69
33,4,-6,34
17,4,4,18
67,2,7,57
8,3,-3,7
35,4,6,36
58,1,-4,68
38,1,-4,48
25,4,-7,26
37,4,3,38
72,1,4,82
77,3,-5,76
28,1,3,38
6,3,8,5
77,1,-2,87
42,4,5,43
85,3,-8,84
73,2,7,63
3,4,0,4
13,3,-1,12
92,3,-2,91
41,4,4,42
93,3,1,92
1,4,-5,2
75,3,0,74
19,2,5,9
76,1,2,86
86,2,-5,76
13,4,3,14
16,1,-7,26
39,4,-5,40
82,2,9,72
26,1,6,36
19,3,4,18
35,1,0,45
63,1,2,73
94,3,5,93
13,1,4,23
67,2,7,57
20,3,5,19
58,1,-4,68
65,4,-3,66
99,2,2,89
37,2,-7,27
99,3,3,98
6,3,8,5
27,1,-1,37
25,1,3,35
8,4,5,9
19,3,4,18
64,4,-10,65
41,2,6,31
2,1,-1,12
65,2,1,55
82,2,9,72
93,4,3,94
43,1,8,53
61,4,7,62
31,1,2,41
46,2,6,36
46,1,0,56
14,2,0,4
86,3,-8,85
74,3,2,73
42,4,5,43
37,4,3,38
80,3,5,79
7,4,-5,8
50,2,-5,40
55,2,0,45
86,3,-8,85
85,1,-4,95
34,1,8,44
17,3,-7,16
46,1,0,56
57,2,1,47
88,1,3,98
94,2,-8,84
94,2,-8,84
99,3,3,98
29,2,5,19
85,3,-8,84
8,1,4,18
99,2,2,89
95,2,-8,85
98,4,5,99
81,2,-8,71
92,2,4,82
30,2,5,20
41,4,4,42
51,1,1,61
17,1,-7,27
93,4,3,94
8,4,5,9
78,4,5,79
38,2,-7,28
62,3,1,61
31,4,-8,32
28,1,3,38
53,4,8,54
84,4,-8,85
72,2,7,62
29,3,-7,28
54,4,1,55
36,1,2,46
56,4,7,57
22,1,-8,32
51,2,2,41
90,3,2,89
89,2,5,79
74,2,-10,64
58,1,-4,68
65,4,-3,66
65,1,8,75
35,3,-6,34
44,2,-6,34
77,3,-5,76
35,1,0,45
45,2,3,35
6,1,-7,16
37,4,3,38
57,2,1,47
39,3,3,38
80,1,-3,90
6,1,-7,16
49,1,1,59
41,4,4,42
57,3,0,56
69,3,-4,68
33,3,-8,32
73,2,7,63
55,4,0,56
35,1,0,45
13,2,-10,3
47,1,7,57
54,4,1,55
81,1,-2,91
36,1,2,46
47,4,-4,48
2,3,6,1
14,1,-7,24
53,2,5,43
44,1,8,54
69,3,-4,68
96,3,-4,95
3,4,0,4
92,2,4,82
70,1,-9,80
86,1,-1,96
47,4,-4,48
85,4,2,86
15,1,5,25
99,3,3,98
73,1,-1,83
95,4,-1,96
59,4,6,60
67,4,-4,68
33,4,-6,34
85,4,2,86
43,1,8,53
65,3,-10,64
89,2,5,79
51,2,2,41
21,4,-8,22
30,2,5,20
36,4,-1,37
20,1,-10,30
90,3,2,89
66,1,-5,76
81,4,4,82
35,3,-6,34
100,2,-3,90
58,2,-4,48
44,3,5,43
75,2,-10,65
3,1,-1,13
43,1,8,53
63,3,7,62
97,2,-2,87
47,3,2,46
21,2,-8,11
27,2,-4,17
55,1,-10,65
38,4,9,39
73,4,0,74
28,1,3,38
66,3,-10,65
17,2,-3,7
34,4,3,35
22,3,1,21
26,1,6,36
46,3,0,45
55,3,8,54
95,3,3,94
21,2,-8,11
36,4,-1,37
79,2,3,69
53,1,7,63
75,3,0,74
39,3,3,38
67,3,-3,66
3,4,0,4
34,4,3,35
52,2,4,42
97,2,-2,87
19,4,5,20
95,4,-1,96
16,2,5,6
84,1,3,94
64,4,-10,65
72,2,7,62
54,3,8,53
92,4,5,93
74,1,-8,84
73,3,9,72
88,4,2,89
83,3,4,82
28,2,4,18
50,3,-8,49
73,1,-1,83
92,4,5,93
96,4,3,97
32,1,4,42
49,1,1,59
47,1,7,57
23,3,-8,22
46,1,0,56
4,4,8,5
52,2,4,42
65,2,1,55
78,3,5,77
24,2,3,14
27,4,-7,28
9,3,-5,8
36,1,2,46
34,2,-7,24
3,1,-1,13
54,3,8,53
23,3,-8,22
48,1,1,58
31,4,-8,32
100,2,-3,90
88,1,3,98
25,1,3,35
48,1,1,58
26,4,-7,27
7,1,-4,17
96,3,-4,95
37,3,6,36
76,4,5,77
52,1,7,62
9,4,-9,10
62,4,7,63
1,4,-5,2
87,3,2,86
17,4,4,18
73,2,7,63
20,3,5,19
2,4,-10,3
56,2,2,46
7,4,-5,8
75,4,-5,76
39,1,-8,49
27,4,-7,28
39,4,-5,40
11,2,6,1
79,1,2,89
79,4,-9,80
74,4,8,75
82,2,9,72
73,1,-1,83
7,1,-4,17
29,2,5,19
23,1,3,33
65,3,-10,64
81,4,4,82
99,3,3,98
87,3,2,86
87,4,1,88
85,2,8,75
48,1,1,58
6,4,-3,7
85,1,-4,95
47,3,2,46
28,3,-7,27
25,3,-7,24
13,3,-1,12
79,2,3,69
65,2,1,55
62,4,7,63
49,3,-4,48
99,4,-6,100
37,2,-7,27
77,3,-5,76
78,4,5,79
51,2,2,41
57,1,8,67
16,2,5,6
24,1,-6,34
44,2,-6,34
72,1,4,82
56,2,2,46
42,1,-3,52
79,2,3,69
63,3,7,62
79,1,2,89
27,3,-7,26
68,4,3,69
28,4,-9,29
36,1,2,46
11,4,-1,12
46,1,0,56
57,3,0,56
8,4,5,9
63,4,-10,64
45,4,2,46
5,3,0,4
100,3,5,99
80,2,-6,70
84,4,-8,85
45,3,8,44
79,2,3,69
30,1,-5,40
18,4,5,19
80,2,-6,70
52,2,4,42
51,4,-3,52
57,3,0,56
57,3,0,56
1,4,-5,2
33,3,-8,32
4,1,3,14
9,1,5,19
8,3,-3,7
86,1,-1,96
17,1,-7,27
57,4,1,58
69,3,-4,68
22,2,-1,12
20,1,-10,30
84,2,0,74
59,3,1,58
75,3,0,74
64,4,-10,65
18,3,-4,17
42,2,-8,32
69,2,1,59
68,2,1,58
59,1,3,69
47,3,2,46
83,4,-8,84
62,4,7,63
37,3,6,36
44,3,5,43
73,2,7,63
37,1,1,47
34,3,3,33
62,2,-3,52
35,3,-6,34
22,3,1,21
26,4,-7,27
92,3,-2,91
94,3,5,93
64,1,0,74
50,3,-8,49
76,1,2,86
88,4,2,89
84,3,-1,83
23,3,-8,22
81,2,-8,71
14,1,-7,24
2,4,-10,3
95,2,-8,85
48,3,1,47
62,4,7,63
40,1,6,50
86,2,-5,76
68,2,1,58
68,1,-1,78
77,2,8,67
58,1,-4,68
28,1,3,38
57,2,1,47
84,3,-1,83
16,1,-7,26
68,3,8,67
27,3,-7,26
77,4,-1,78
62,2,-3,52
78,4,5,79
51,1,1,61
37,1,1,47
46,3,0,45
60,3,1,59
94,2,-8,84
87,4,1,88
97,3,-1,96
78,4,5,79
74,2,-10,64
64,1,0,74
56,2,2,46
20,1,-10,30
46,3,0,45
74,1,-8,84
18,4,5,19
85,4,2,86
26,2,-7,16
45,2,3,35
59,2,-8,49
78,1,1,88
55,2,0,45
60,1,-6,70
23,1,3,33
66,3,-10,65
56,3,1,55
55,4,0,56
33,3,-8,32
53,1,7,63
10,3,5,9
24,3,4,23
56,3,1,55
77,4,-1,78
37,1,1,47
69,2,1,59
18,3,-4,17
33,1,5,43
27,3,-7,26
69,4,-6,70
23,2,-1,13
25,2,-2,15
90,1,-6,100
27,4,-7,28
99,4,-6,100
33,4,-6,34
53,4,8,54
25,1,3,35
22,1,-8,32
4,1,3,14
75,4,-5,76
33,3,-8,32
65,1,8,75
11,1,1,21
7,3,5,6
3,1,-1,13
93,3,1,92
84,4,-8,85
46,2,6,36
28,2,4,18
33,3,-8,32
46,2,6,36
11,1,1,21
29,3,-7,28
27,2,-4,17
4,4,8,5
43,3,4,42
14,2,0,4
80,2,-6,70
38,3,-1,37
58,4,1,59
12,1,-8,22
41,4,4,42
72,1,4,82
63,3,7,62
93,3,1,92
44,1,8,54
1,4,-5,2
15,4,-7,16
33,4,-6,34
96,2,2,86
62,2,-3,52
34,3,3,33
66,2,0,56
95,2,-8,85
73,1,-1,83
72,4,2,73
57,4,1,58
59,3,1,58
4,4,8,5
78,1,1,88
43,2,3,33
93,4,3,94
88,1,3,98
58,4,1,59
43,1,8,53
13,1,4,23
84,2,0,74
33,2,4,23
11,4,-1,12
37,2,-7,27
56,3,1,55
14,3,-1,13
39,1,-8,49
8,4,5,9
65,3,-10,64
51,2,2,41
23,3,-8,22
16,1,-7,26
74,1,-8,84
27,3,-7,26
53,3,-3,52
96,3,-4,95
27,2,-4,17
41,4,4,42
80,2,-6,70
3,4,0,4
47,4,-4,48
98,4,5,99
10,1,5,20
78,2,-4,68
76,4,5,77
18,3,-4,17
23,1,3,33
90,1,-6,100
55,1,-10,65
27,4,-7,28
76,1,2,86
52,4,8,53
83,2,2,73
7,1,-4,17
67,1,5,77
36,1,2,46
39,3,3,38
44,1,8,54
77,1,-2,87
70,1,-9,80
60,3,1,59
100,3,5,99
39,4,-5,40
12,3,-8,11
49,2,9,39
23,4,-7,24
53,2,5,43
13,4,3,14
49,4,6,50
3,3,-5,2
55,3,8,54
3,1,-1,13
22,2,-1,12
46,2,6,36
33,4,-6,34
81,1,-2,91
32,3,6,31
68,3,8,67
15,1,5,25
40,1,6,50
34,2,-7,24
19,2,5,9
67,4,-4,68
13,4,3,14
34,3,3,33
74,3,2,73
13,1,4,23
95,2,-8,85
75,2,-10,65
15,1,5,25
42,1,-3,52
86,4,-2,87
17,3,-7,16
11,2,6,1
73,4,0,74
81,4,4,82
42,1,-3,52
77,3,-5,76
12,4,-1,13
53,2,5,43
86,2,-5,76
88,4,2,89
13,3,-1,12
10,1,5,20
17,1,-7,27
9,1,5,19
37,4,3,38
21,1,6,31
90,2,-9,80
73,3,9,72
95,4,-1,96
45,4,2,46
13,4,3,14
86,3,-8,85
31,2,1,21
31,2,1,21
45,3,8,44
77,2,8,67
27,3,-7,26
23,4,-7,24
3,4,0,4
39,4,-5,40
12,2,-5,2
35,3,-6,34
18,2,-5,8
52,2,4,42
44,4,0,45
20,2,-9,10
63,3,7,62
38,3,-1,37
97,4,3,98
33,3,-8,32
76,1,2,86
94,2,-8,84
15,2,8,5
91,4,1,92
48,3,1,47
43,2,3,33
15,2,8,5
44,4,0,45
4,1,3,14
66,3,-10,65
